facilityId,recordId,serialNumber,serviceDesc,pe,peDesc,category,description,county,agency,programIdentifier,siteAddress,city,st,zip,latitude,longitude,activityDate,01a,01b,01c,01d,01e,01f,02a,02b,02c,02d,02e,02f,02g,03a,03b,03c,03d,03e,03f,03g,04a,04b,04c,05a,05b,05c,05d,06a,06b,06c,07a,07b,07c,08a,08b,08c,totalCritical,numberOfFbiCritical,09a,09b,10a,I0b,10c,11a,11b,11c,12a,12b,12c,12d,13a,13b,13c,14a,14b,14c,14d,14e,14f,14g,14h,14i,15a,15b,totalNonCritical
FA0003655,PR0008592,DALRTGI0K,"Inspection, Routine",1007,"Limited Food Service (convenience, other)",Low Risk (2),Food - Restaurants,Arapahoe,Tri-County Health Department,Sweeties Froyo Cafe,8221 S Holly St,Centennial,CO,80122,39.568024,-104.923111,12/14/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
FA0000499,PR0011133,DARPVIUSB,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Community Reach Center Margaret Carpenter Center,8801 Lipan St,Thornton,CO,80260,39.85724,-105.00186,12/14/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FA0007949,PR0007731,DAXIE04V5,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Del Taco 778,24023 E Prospect Ave,Aurora,CO,80016,,,12/14/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
FA0006451,PR0004938,DAMJGVBXK,"Inspection, Critical Item",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Yummy Pho and Noodles,18671 E Mainstreet Unit D,Parker,CO,80134,39.51843767,-104.7712127,12/14/2018 12:00:00 AM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0004072,PR0004357,DABQKT5M0,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Mi Cocina,1600 W Belleview Ave,Littleton,CO,80120,39.623981,-105.006805,12/14/2018 12:00:00 AM,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,10
FA0010494,PR0011816,DAXSLOFNC,"Inspection, First Operational",1025,Restaurant (0 - 100 seats),Very Low Risk (1),Food - Restaurants,Douglas,Tri-County Health Department,Downhill Brewing,18921 E Plaza Dr Ste 104,Parker,CO,80134-9679,39.52708,-104.76996,12/14/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0003926,PR0002149,DAMQGWY4T,"Inspection, Critical Item",1065,Restaurant (>200 seats),High Risk (4),Food - Restaurants,Arapahoe,Tri-County Health Department,Maggianos Little Italy,7401 S Clinton St,Englewood,CO,80111,39.582508,-104.875519,12/14/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0007106,PR0006771,DASFBNFVW,"Inspection, Critical Item",1025,Restaurant (0 - 100 seats),High Risk (4),Food - Restaurants,Arapahoe,Tri-County Health Department,Costa Vida Restaurant,101 W Hampden Ave Unit A-1,Englewood,CO,80110,39.653217,-104.988098,12/14/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0006385,PR0011683,DACXBZJLM,"Inspection, First Operational",1045,Restaurant (101 - 200 seats),High Risk (4),Food - Restaurants,Arapahoe,Tri-County Health Department,Panda Buffet,12597 E Mississippi Ave Unit 100,Aurora,CO,80012,39.696732,-104.843117,12/14/2018 12:00:00 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0001158,PR0011773,DA5WK90X4,"Inspection, Routine",1007,"Limited Food Service (convenience, other)",Very Low Risk (1),Food - Restaurants,Arapahoe,Tri-County Health Department,Bijou Gas,25 W Highway 40,Byers,CO,80103,39.718391,-104.220047,12/14/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
FA0010505,PR0011838,DATHPD9QK,"Inspection, Routine",1007,"Limited Food Service (convenience, other)",Very Low Risk (1),Food - Restaurants,Arapahoe,Tri-County Health Department,Dads Donuts,14440 E 6th Ave,Aurora,CO,80011-8708,39.72555503,-104.8199593,12/14/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0001343,PR0002109,DAUGMQLDE,"Inspection, Routine",1005,"No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Arapahoe,Tri-County Health Department,Canyon Creek Elementary,6070 S Versailles Pkwy,Aurora,CO,80015,39.605881,-104.721008,12/14/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
FA0004407,PR0003344,DALVKISA4,"Inspection, Routine",1045,Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,DoubleTree Denver Tech Center,7801 E Orchard Rd,Greenwood Village,CO,80111,39.609707,-104.898384,12/14/2018 12:00:00 AM,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
FA0002247,PR0001193,DAVZOUO9B,"Inspection, Routine",1005,"No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Douglas,Tri-County Health Department,Castle Rock Middle School,2575 Meadows Pkwy,Castle Rock,CO,80104,39.40872144,-104.8753139,12/14/2018 12:00:00 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4
FA0007192,PR0011840,DAL3HJDYH,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Arbys 5009016,3903 E 120th Ave,Thornton,CO,80233,39.82737,-105.034424,12/14/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
FA0007435,PR0008504,DAF2XKGWV,"Inspection, Critical Item",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Japon Sushi,4880 W 120th Ave Ste 200,Westminster,CO,80020,39.812912,-104.919075,12/03/2018 12:00:00 AM,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0010466,PR0011771,DA0Y3I1G3,"Inspection, First Operational",1025,Restaurant (0 - 100 seats),Low Risk (2),Food - Restaurants,Arapahoe,Tri-County Health Department,Tea Street,4090 W Mississippi Ave,Glendale,CO,80246-3041,39.69653503,-104.939725,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0003890,PR0001407,DAXVC8BBG,"Inspection, Critical Item",1045,Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Lupitas Mexican Restaurant,11809 E Colfax Ave,Aurora,CO,80010,39.740253,-104.850632,12/17/2018 12:00:00 AM,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0001220,PR0004602,DA0216503,"Inspection, Routine (Enforcement)",1225,"Grocery Store w/ Deli (0 - 15,000 sq. ft.)",Med Risk (3),Food - Grocery,Adams,Tri-County Health Department,Carniceria Tarahumara,8993 N Washington St,Thornton,CO,80229,39.986744,-104.819855,12/17/2018 12:00:00 AM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0000841,PR0011516,DA0216554,"Inspection, Routine",1045,Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Wildefire Bistro,15352 E Ida Dr Unit E,Centennial,CO,80015,39.61158,-104.80988,12/17/2018 12:00:00 AM,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4
FA0010436,PR0011727,DAPRWIAT9,"Inspection, Routine",1005,"No fee license (K-12 schools, non-profit)",Low Risk (2),Food - Institutions,Arapahoe,Tri-County Health Department,Altitude Elementary School,27300 E Southshore Dr,Aurora,CO,80016-5485,39.59394748,-104.669651,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
FA0002184,PR0000393,DATWLRY27,"Inspection, Routine",1005,"No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Douglas,Tri-County Health Department,Larkspur Elementary,1103 W Perry Park Ave,Larkspur,CO,80118,39.232151,-104.903854,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
FA0007444,PR0007127,DANKWVCM3,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Low Risk (2),Food - Restaurants,Douglas,Tri-County Health Department,Dairy Queen,132 S Wilcox St,Castle Rock,CO,80104,39.36762012,-104.8610676,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
FA0007119,PR0006785,DACLY1XMJ,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Dae Gee,7570 Sheridan Blvd,Westminster,CO,80003,39.959995,-104.993752,12/17/2018 12:00:00 AM,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,9,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,12
FA0010241,PR0011413,DAN83B141,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Haveli Indian Cuisine,301 E County Line Rd,Littleton,CO,80122,39.566437,-104.984046,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
FA0001104,PR0011724,DA0OKFYFG,"Inspection, First Operational",1045,Restaurant (101 - 200 seats),High Risk (4),Food - Restaurants,Arapahoe,Tri-County Health Department,Illegal Burger,652 S Colorado Blvd,Glendale,CO,80246,39.705215,-104.940536,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FA0010500,PR0011830,DA70VKPPM,"Inspection, Routine",1007,"Limited Food Service (convenience, other)",Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Cinnabon,14200 E Alameda Ave,Aurora,CO,80012-2511,39.70828,-104.82329,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0002158,PR0005728,DALBUR6EJ,"Inspection, Routine",1007,"Limited Food Service (convenience, other)",Low Risk (2),Food - Restaurants,Douglas,Tri-County Health Department,Douglas County Fairgrounds/ Building A,500 Fairgrounds Rd Bldg A,Castle Rock,CO,80104,39.36443751,-104.8554549,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,5
FA0002358,PR0011715,DACPTSGUN,"Inspection, Routine",1007,"Limited Food Service (convenience, other)",Very Low Risk (1),Food - Other,Arapahoe,Tri-County Health Department,Cookies by Design Aurora,15200 E Iliff Ave Unit B,Aurora,CO,80014,39.674679,-104.811661,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0005116,PR0002575,DAX4FJ3KT,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Low Risk (2),Food - Restaurants,Arapahoe,Tri-County Health Department,Jimmy Johns 633,7255 S Havana St Ste 190,Centennial,CO,80112,39.584568,-104.866997,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0006466,PR0001935,DA8OZMNPY,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Sheridan Cafe,5055 W 72nd Ave # 1,Westminster,CO,80030,39.846397,-104.977821,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,6,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,7
FA0005220,PR0005489,DAFVBXZ52,"Inspection, Critical Item",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Si Amigos,9500 E Colfax Ave,Aurora,CO,80010,39.74004,-104.87748,12/17/2018 12:00:00 AM,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0001690,PR0003846,DAJNV10ZM,"Inspection, Routine",1065,Restaurant (>200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Comedy Works South,5345 Landmark Pl Ste 101,Greenwood Village,CO,80111,39.618587,-104.901001,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5,2,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11
FA0004240,PR0003881,DALVW071A,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Other,Arapahoe,Tri-County Health Department,Beef Demonstration Center,9110 E Nichols Ave Ste 300,Centennial,CO,80112,39.571926,-104.881363,12/17/2018 12:00:00 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0010496,PR0011819,DAJIT4X9Z,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Outpost,7431 Park Meadows Dr,Lone Tree,CO,80124-2544,39.56171,-104.90285,12/17/2018 12:00:00 AM,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
FA0001358,PR0002865,DA1UZH5LR,"Inspection, Routine",1005,"No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Arapahoe,Tri-County Health Department,Coyote Hills Elementary,24605 E Davies Way,Aurora,CO,80016,39.590759,-104.701805,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4
FA0010434,PR0011719,DAHAUYRNP,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Black Pearls,2630 S Parker Rd Unit D,Aurora,CO,80014-1659,39.668837,-104.862709,12/17/2018 12:00:00 AM,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0000470,PR0005781,DAN1T0JAT,"Inspection, Routine",1045,Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Applebees Neighborhood Grill and Bar,16485 E 40th Cir,Aurora,CO,80011,39.771587,-104.796059,12/17/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,10
FA0008806,PR0011723,DACOOBNXU,"Inspection, First Operational",1045,Restaurant (101 - 200 seats),High Risk (4),Food - Restaurants,Arapahoe,Tri-County Health Department,Lahore Tika Masala & Bar,6583 S Parker Rd Unit 400,Centennial,CO,80015-1783,39.596691,-104.804018,12/17/2018 12:00:00 AM,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0010475,PR0011787,DAGVGA0NY,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Low Risk (2),Food - Restaurants,Arapahoe,Tri-County Health Department,Frutellas Cravings,10722 E Iliff Ave,Aurora,CO,80014-4707,39.67473503,-104.863487,12/18/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0010510,PR0011849,DASBTG6MK,"Inspection, First Operational",1045,Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,GQUE BBQ and G Freeze,8433 Park Meadows Ctr Dr Ste 143A,Lone Tree,CO,80124-5162,39.562107,-104.878494,12/18/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0004301,PR0003901,DAZ0ZJKJ0,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Noodles and Company,1601 Mayberry Dr Ste 104,Highlands Ranch,CO,80126,39.54528469,-105.0030668,12/18/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,8
FA0008766,PR0009059,DAFVC3KR2,"Inspection, Routine",1225,"Grocery Store w/ Deli (0 - 15,000 sq. ft.)",Med Risk (3),Food - Grocery,Adams,Tri-County Health Department,Marys Pescaderia,3133 Peoria St Unit 203,Aurora,CO,80010,,,12/18/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,5
FA0008207,PR0008079,DAFFLF0AS,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Hungry Howies Flavored Crust Pizza,6040 S Gun Club Rd Unit F4,Aurora,CO,80016,,,12/18/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
FA0003495,PR0011843,DAFLNZZEP,"Inspection, First Operational",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Woori Banchan,2648 S Parker Rd Unit 9,Aurora,CO,80014,39.667908,-104.862411,12/18/2018 12:00:00 AM,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0008222,PR0011450,DAHP0L0QO,"Inspection, Critical Item",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Don Juans Mexican Grill,3625 W Bowles Ave Unit 16,Littleton,CO,80123,,,12/18/2018 12:00:00 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0005542,PR0011470,DAHTS1ZY9,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Ponchos Mexican Grill,5350 S Santa Fe Dr Unit C,Littleton,CO,80120,39.619869,-105.016762,12/18/2018 12:00:00 AM,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
FA0002488,PR0000574,DA1BXFEJK,"Inspection, Critical Item",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Ricos Pizza,3500 S Broadway,Englewood,CO,80113,39.653095,-104.987503,12/18/2018 12:00:00 AM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0008091,PR0009335,DAQ4C5IAR,"Inspection, Routine",1045,Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Karely Bar and Nightclub No 3,6647 Federal Blvd,Denver,CO,80221,39.884933,-104.977554,12/18/2018 12:00:00 AM,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5
